,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
41,-,-,-,-,-,-,620,5.00,-,-,31100.00,400,2220.50,3337.95,400,-,-,-,-,-,-
42,-,-,-,-,-,-,620,5.00,-,-,31200.00,400,2313.25,3469.90,400,-,-,-,-,-,-
43,-,-,-,-,-,-,620,5.00,-,-,31300.00,400,2406.90,3602.70,400,-,-,-,-,-,-
44,-,-,-,-,-,-,620,5.00,-,-,31400.00,400,2499.25,3736.25,400,-,-,-,-,-,-
45,-,-,-,-,-,-,620,5.00,-,-,31500.00,400,2592.70,3870.55,400,-,-,-,-,-,-
46,-,-,-,-,-,-,620,5.00,-,-,31600.00,400,2685.25,4005.50,400,-,-,-,-,-,-
47,-,-,-,-,-,-,620,5.00,-,-,31700.00,400,2778.10,4141.10,400,-,-,-,-,-,-
48,-,-,-,-,-,-,620,5.00,-,-,31800.00,400,2871.20,4277.10,400,-,-,-,-,-,-
49,-,-,-,-,-,-,620,5.00,-,-,31900.00,400,2964.35,4413.60,400,-,-,-,-,-,-
50,-,-,-,-,-,-,620,5.00,-,-,32000.00,400,3057.55,4540.50,400,-,-,-,-,-,-
51,-,-,-,-,-,-,620,5.00,-,-,32100.00,400,3150.25,4641.95,400,-,-,-,-,-,-
