,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
29,11250,7425,460,38.88,290.00,-6.30,75,284.75,290.85,75,11100.00,150,219.15,222.05,300,-19.25,220.65,43.39,1993,18600,58350
30,4875,4875,103,39.27,259.00,-321.15,150,250.50,263.35,150,11150.00,150,239.10,242.50,75,30.80,239.00,42.69,435,15075,15975
31,123075,89025,4091,38.37,235.80,-10.60,75,235.80,236.40,300,11200.00,75,264.65,266.55,225,-13.60,265.10,42.43,3751,107400,246150
32,7425,2250,224,38.46,209.05,-9.45,150,210.00,211.60,75,11250.00,150,286.65,294.90,75,-10.00,290.00,42.68,42,150,1950
33,86550,33975,2520,38.15,187.15,-10.75,75,187.75,188.90,75,11300.00,75,311.10,317.30,75,-23.10,306.00,40.77,238,4875,26775
34,5775,3975,215,37.71,168.00,-11.55,150,164.40,167.05,150,11350.00,75,337.55,354.45,225,-30.65,348.25,41.34,12,525,900
35,62100,14100,1746,37.68,146.85,-10.20,75,145.50,146.95,150,11400.00,450,363.75,376.05,75,-32.40,362.00,40.04,50,525,13500
36,600,525,38,37.08,127.80,-9.25,225,120.45,129.60,600,11450.00,150,359.70,440.30,225,-,-,-,-,-,-
37,178500,49650,2840,37.18,112.00,-9.70,150,111.15,112.80,75,11500.00,75,431.00,436.95,75,5.15,436.00,40.34,232,11925,39075
38,7200,6975,116,36.55,95.60,-17.25,75,94.30,95.60,75,11550.00,75,443.60,486.45,150,133.90,300.15,-,1,75,150
39,19725,16275,534,36.63,81.55,-11.25,75,81.70,83.65,150,11600.00,150,494.20,509.95,150,31.00,501.00,40.20,18,1050,1500
40,150,150,2,20.02,11.05,-244.90,18750,13.40,-,-,11650.00,75,450.00,550.00,75,264.95,500.00,31.75,2,150,150
41,72975,15675,1241,35.86,59.40,-10.15,75,59.40,60.70,150,11700.00,75,572.40,595.20,75,67.55,582.55,41.23,6,300,1050
42,-,-,-,-,-,-,39075,3.75,-,-,11750.00,4950,475.10,734.80,4950,-,-,-,-,-,-
43,70425,21525,828,35.57,41.95,-8.85,300,42.05,42.50,300,11800.00,150,635.05,672.35,75,19.00,660.00,40.48,10,600,1275
44,-,-,-,-,-,-,32850,3.20,-,-,11850.00,1050,595.60,838.35,4950,-,-,-,-,-,-
45,20100,10050,344,35.28,28.75,-7.20,300,28.70,29.00,75,11900.00,150,721.70,794.90,150,-,-,-,-,-,-
46,-,-,-,-,-,-,35250,3.05,-,-,11950.00,1050,537.20,920.45,4950,-,-,-,-,-,-
47,485850,41400,2633,35.84,20.95,-4.75,450,20.70,20.95,75,12000.00,150,809.70,885.65,150,-,-,-,-,-,375
48,-,-,-,-,-,-,27900,3.05,-,-,12050.00,1050,717.40,1024.15,4950,-,-,-,-,-,-
49,3975,3975,199,36.88,16.85,-77.00,75,15.05,16.70,450,12100.00,1050,626.30,1076.60,1050,-,-,-,-,-,-
50,-,-,-,-,-,-,21825,3.05,-,-,12150.00,1050,775.90,1104.30,4950,-,-,-,-,-,-
51,52275,8475,509,36.73,11.85,-2.05,75,11.40,11.75,75,12200.00,1050,822.25,1176.90,1050,-,-,-,-,-,-
52,-,-,-,-,-,-,5775,3.05,-,-,12250.00,1050,868.55,1208.15,4950,-,-,-,-,-,-
53,46725,37350,703,38.56,10.00,-0.05,1500,9.85,10.15,75,12300.00,1050,934.40,1284.90,1050,-,-,-,-,-,-
54,-,-,-,-,-,-,6600,3.05,-,-,12350.00,1050,981.80,1313.15,4950,-,-,-,-,-,-
55,28275,2250,183,38.95,7.25,-0.45,1500,7.25,7.75,75,12400.00,975,1022.75,1378.50,975,-,-,-,-,-,-
56,-,-,-,-,-,-,2175,3.05,-,-,12450.00,975,1072.65,1439.00,4950,-,-,-,-,-,-
57,144150,25125,447,40.57,6.75,-0.40,75,6.40,6.70,75,12500.00,975,1245.80,1490.85,975,-,-,-,-,-,-
58,-,-,-,-,-,-,150,2.30,-,-,12550.00,975,1292.25,1551.30,975,-,-,-,-,-,-
59,900,-,-,-,-,-,1875,3.05,-,-,12600.00,975,1339.05,1607.55,4950,-,-,-,-,-,-
60,-,-,-,-,-,-,3975,2.00,-,-,12650.00,4950,1313.55,1659.45,4950,-,-,-,-,-,-
61,-,-,-,-,-,-,525,1.25,-,-,12700.00,4950,1364.10,1719.90,4950,-,-,-,-,-,-
62,-,-,-,-,-,-,4500,0.45,-,-,12750.00,4950,1408.25,1771.80,4950,-,-,-,-,-,-
63,-,-,-,-,-,-,900,0.60,-,-,12800.00,4950,1452.45,1832.40,4950,-,-,-,-,-,-
64,-,-,-,-,-,-,4500,0.35,-,-,12850.00,4950,1466.45,1888.40,4950,-,-,-,-,-,-
65,-,-,-,-,-,-,900,0.60,-,-,12900.00,4950,1510.65,1944.60,4950,-,-,-,-,-,-
66,-,-,-,-,-,-,4500,0.35,-,-,12950.00,4950,1554.40,2000.75,4950,-,-,-,-,-,-
67,-,-,-,-,-,-,900,0.65,-,-,13000.00,4950,1599.00,2057.10,4950,-,-,-,-,-,-
68,-,-,-,-,-,-,4500,0.35,-,-,13050.00,4950,1640.95,2113.10,4950,-,-,-,-,-,-
69,-,-,-,-,-,-,900,0.60,-,-,13100.00,4950,1687.35,2169.30,4950,-,-,-,-,-,-
70,-,-,-,-,-,-,4500,0.35,-,-,13150.00,4950,1729.30,2222.65,4950,-,-,-,-,-,-
71,-,-,-,-,-,-,900,0.50,-,-,13200.00,4950,1775.70,2278.80,4950,-,-,-,-,-,-
72,-,-,-,-,-,-,4500,0.35,-,-,13250.00,4950,1819.85,2333.55,4950,-,-,-,-,-,-
73,375,-,-,-,-,-,900,0.50,-,-,13300.00,4950,1863.65,2389.70,4950,-,-,-,-,-,-
