,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
54,-,-,-,-,-,-,-,-,-,-,12350.00,1050,1057.05,1533.35,1050,-,-,-,-,-,-
55,-,-,-,-,-,-,-,-,-,-,12400.00,975,1103.55,1583.60,975,-,-,-,-,-,-
56,-,-,-,-,-,-,-,-,-,-,12450.00,975,1150.05,1633.70,975,-,-,-,-,-,-
57,-,-,-,-,-,-,900,1.10,-,-,12500.00,975,1196.40,1683.75,975,-,-,-,-,-,-
58,-,-,-,-,-,-,-,-,-,-,12550.00,975,1243.00,1733.70,975,-,-,-,-,-,-
59,-,-,-,-,-,-,-,-,-,-,12600.00,975,1289.40,1783.60,975,-,-,-,-,-,-
60,-,-,-,-,-,-,-,-,-,-,12650.00,4950,1272.05,-,-,-,-,-,-,-,-
61,-,-,-,-,-,-,-,-,-,-,12700.00,4950,1312.10,-,-,-,-,-,-,-,-
62,-,-,-,-,-,-,-,-,-,-,12750.00,4950,1356.70,-,-,-,-,-,-,-,-
63,-,-,-,-,-,-,-,-,-,-,12800.00,4950,1411.25,-,-,-,-,-,-,-,-
64,-,-,-,-,-,-,-,-,-,-,12850.00,4950,1452.95,-,-,-,-,-,-,-,-
65,-,-,-,-,-,-,-,-,-,-,12900.00,4950,1493.30,-,-,-,-,-,-,-,-
66,-,-,-,-,-,-,-,-,-,-,12950.00,4950,1544.05,-,-,-,-,-,-,-,-
67,-,-,-,-,-,-,900,0.10,-,-,13000.00,4950,1585.95,-,-,-,-,-,-,-,-
68,-,-,-,-,-,-,-,-,-,-,13050.00,4950,1632.95,-,-,-,-,-,-,-,-
69,-,-,-,-,-,-,-,-,-,-,13100.00,4950,1676.15,-,-,-,-,-,-,-,-
70,-,-,-,-,-,-,-,-,-,-,13150.00,4950,1687.45,-,-,-,-,-,-,-,-
71,-,-,-,-,-,-,-,-,-,-,13200.00,4950,1765.25,-,-,-,-,-,-,-,-
72,-,-,-,-,-,-,-,-,-,-,13250.00,4950,1772.95,-,-,-,-,-,-,-,-
73,-,-,-,-,-,-,900,0.10,-,-,13300.00,4950,1817.35,-,-,-,-,-,-,-,-
