,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
23,32860,-300,61,41.22,1610.00,-39.05,120,1620.05,1637.80,20,27500.00,20,499.45,504.65,20,-33.70,502.00,45.12,1750,-3480,131740
24,20,-,-,-,-,-,2000,928.45,-,-,27600.00,6000,259.65,-,-,-,-,-,-,-,100
25,40,-,-,-,-,-,40,1010.00,-,-,27700.00,6000,306.45,-,-,-,-,-,-,-,160
26,-,-,-,-,-,-,2480,742.30,-,-,27800.00,6040,358.80,-,-,-,-,-,-,-,40
27,40,-,-,-,-,-,40,900.00,-,-,27900.00,6000,417.00,-,-,-,-,-,-,-,-
28,87960,540,211,41.74,1297.60,-49.60,20,1283.20,1310.60,20,28000.00,140,661.60,665.15,20,-40.60,663.80,44.16,5247,-2940,508540
29,-,-,-,-,-,-,40,1185.40,1303.55,20,28100.00,120,700.20,703.80,20,-33.85,703.20,43.72,207,980,4240
30,-,-,-,-,-,-,40,1116.10,1241.50,20,28200.00,20,734.45,741.05,20,-30.50,743.95,43.63,200,60,4140
31,60,-,-,-,-,-,40,1063.90,1187.75,20,28300.00,20,773.85,779.45,40,-27.90,785.80,43.28,166,960,1960
32,800,280,24,41.47,1068.70,-75.15,20,1018.65,1068.50,40,28400.00,20,817.45,821.30,20,-36.40,823.40,43.46,204,540,3360
33,33980,6660,1048,40.40,993.05,-51.65,20,997.10,1009.15,40,28500.00,20,857.90,861.80,80,-41.30,857.40,43.09,3774,2420,148380
34,6620,4040,500,40.39,945.65,-49.95,20,946.35,951.90,40,28600.00,20,900.65,905.65,20,-40.10,912.10,42.89,300,1260,8540
35,9040,6600,699,40.25,886.00,-68.45,20,893.90,897.75,20,28700.00,60,946.90,952.85,140,-35.35,955.00,42.58,214,740,5260
36,11080,2460,402,40.55,849.65,-57.55,20,841.95,847.70,20,28800.00,60,992.15,999.90,20,-28.40,1005.90,42.32,289,-1360,6660
37,10680,4060,663,39.78,791.75,-59.65,20,792.95,801.40,40,28900.00,100,1045.85,1053.40,20,-33.25,1056.00,42.13,93,120,5740
38,430000,-660,5689,39.58,744.85,-54.35,40,742.25,746.65,20,29000.00,40,1083.20,1096.00,20,-24.70,1104.25,41.75,2572,1940,617220
39,8440,3240,373,40.36,703.85,-55.55,20,699.90,707.65,220,29100.00,20,1146.55,1157.10,60,-72.15,1128.25,40.27,9,-60,5200
40,7460,2560,338,39.55,656.65,-66.90,20,659.40,662.20,120,29200.00,20,1189.75,1226.60,20,-24.00,1223.90,41.92,5,-,5000
41,4220,1420,220,39.49,616.95,-52.95,20,619.50,623.40,20,29300.00,20,1248.10,1280.55,20,-39.80,1264.00,40.97,3,-20,5760
42,4060,880,169,39.32,576.55,-69.40,180,574.75,596.90,40,29400.00,20,1305.60,1355.90,20,-26.15,1348.75,42.00,2,-20,4840
43,190460,51920,5165,39.44,547.00,-53.50,20,546.65,547.00,2000,29500.00,20,1384.75,1396.80,40,-23.40,1396.50,42.31,399,-1640,258360
44,8180,3840,404,38.99,501.40,-71.95,20,502.00,516.80,40,29600.00,40,1425.85,1474.55,20,3.80,1490.00,42.57,13,-180,4800
45,5540,1580,345,38.92,472.35,-58.35,20,461.95,475.65,240,29700.00,20,1492.40,1535.15,20,40.65,1520.65,40.83,20,-260,4820
46,7760,940,159,39.07,441.00,-50.50,40,432.20,452.35,100,29800.00,20,1554.05,1620.50,20,-83.90,1560.00,39.37,1,-,6480
47,8920,-620,103,39.05,412.00,-50.90,20,401.25,410.25,140,29900.00,20,1619.90,1669.55,20,58.00,1658.65,40.78,7,-80,5520
48,309120,6940,4744,38.64,379.85,-52.10,40,379.60,384.00,180,30000.00,20,1719.35,1733.75,20,-37.50,1734.70,40.35,757,-320,115440
49,4380,-280,75,38.32,345.35,-45.70,20,341.35,362.85,40,30100.00,20,1771.20,1815.55,20,241.15,1768.25,38.92,10,-160,4340
50,5580,-580,82,38.41,323.00,-45.25,80,317.05,324.05,160,30200.00,20,1846.40,1878.45,20,-28.45,1836.50,38.53,5,-40,5620
51,4620,-20,41,39.61,321.60,-29.95,20,276.55,311.60,100,30300.00,20,1907.05,1971.55,20,-,-,-,-,-,1880
52,10240,-240,46,38.21,275.50,-38.35,20,263.00,284.95,40,30400.00,20,1984.30,2041.30,20,-,-,-,-,-,1980
53,300320,5580,7623,37.76,252.20,-40.80,2500,251.70,252.45,20,30500.00,20,2073.35,2097.90,20,3.55,2116.35,40.05,135,-1120,31800
54,6300,-,-,-,-,-,-,-,269.90,300,30600.00,20,1917.85,2359.40,20,-,-,-,-,-,20
55,3200,-,-,-,-,-,-,-,269.90,300,30700.00,20,1997.10,2394.45,20,-,-,-,-,-,140
56,7900,-180,18,37.51,192.00,-45.05,20,180.70,210.00,60,30800.00,20,2254.90,2444.65,20,-,-,-,-,-,20
57,1640,-,8,39.83,210.00,-12.80,-,-,225.00,200,30900.00,20,2178.70,2601.35,20,-,-,-,-,-,-
58,352440,9140,6865,37.23,160.00,-29.65,40,159.65,162.30,20,31000.00,40,2477.95,2502.70,40,-30.50,2490.75,38.97,92,-1280,15700
59,1860,-,16,37.55,150.00,-105.00,40,141.65,169.80,100,31100.00,20,2301.40,2988.05,20,-,-,-,-,-,100
60,2340,-,-,-,-,-,-,-,200.00,200,31200.00,20,2471.15,2823.60,20,-,-,-,-,-,-
61,460,-,-,-,-,-,-,-,-,-,31300.00,2480,2499.85,3274.40,2480,-,-,-,-,-,-
62,3320,-,-,-,-,-,-,-,180.00,200,31400.00,20,2602.35,3249.50,20,-,-,-,-,-,20
63,126680,-8180,2970,36.64,96.45,-26.25,20,96.35,97.95,20,31500.00,20,2913.45,2944.05,20,-20.00,2930.00,39.21,18,-40,1080
64,5380,-,-,-,-,-,20,75.00,-,-,31600.00,2480,2645.35,3469.85,2480,-,-,-,-,-,-
65,480,-,-,-,-,-,20,61.00,-,-,31700.00,2480,2734.80,3574.40,2480,-,-,-,-,-,-
66,180,-,-,-,-,-,20,50.00,-,-,31800.00,2480,2832.50,3694.65,2480,-,-,-,-,-,-
67,640,-,-,-,-,-,20,50.00,-,-,31900.00,2480,2915.25,3799.10,2480,-,-,-,-,-,-
68,205560,1860,3591,36.41,58.10,-22.00,180,57.75,58.95,40,32000.00,20,3372.30,3404.30,40,-19.35,3351.75,34.83,6,-20,12080
69,38260,-280,114,36.08,50.45,-22.55,120,48.30,50.50,20,32100.00,20,3455.20,3504.20,40,297.30,3454.75,36.12,2,-20,40
